card_id,name,set,supertype,artist
gc-76,Giovanni's Nidoran ♂,GC,Pokémon,Ken Sugimori
gc-76-giovanni-s-nidoran-m,Giovanni's Nidoran \[M\],GC,,Ken Sugimori
gc-77,Koga's Ekans,GC,Pokémon,Ken Sugimori
gc-78,Koga's Grimer,GC,Pokémon,Ken Sugimori
gc-79,Koga's Koffing,GC,Pokémon,Ken Sugimori
gc-8,Giovanni's Persian,GC,Pokémon,Ken Sugimori
gc-80,Koga's Pidgey,GC,Pokémon,Ken Sugimori
gc-81,Koga's Tangela,GC,Pokémon,Atsuko Nishida
gc-82,Koga's Weedle,GC,Pokémon,Ken Sugimori
gc-83,Koga's Zubat,GC,Pokémon,Ken Sugimori
gc-84,Lt. Surge's Pikachu,GC,Pokémon,Atsuko Nishida
gc-85,Lt. Surge's Rattata,GC,Pokémon,Atsuko Nishida
gc-86,Lt. Surge's Voltorb,GC,Pokémon,Atsuko Nishida
gc-87,Misty's Horsea,GC,Pokémon,Ken Sugimori
gc-88,Misty's Magikarp,GC,Pokémon,Ken Sugimori
gc-89,Misty's Poliwag,GC,Pokémon,Ken Sugimori
gc-9,Koga's Beedrill,GC,Pokémon,Ken Sugimori
gc-90,Misty's Psyduck,GC,Pokémon,Ken Sugimori
gc-91,Misty's Seel,GC,Pokémon,Ken Sugimori
gc-92,Misty's Staryu,GC,Pokémon,Ken Sugimori
gc-93,Sabrina's Abra,GC,Pokémon,Ken Sugimori
gc-94,Sabrina's Abra,GC,Pokémon,Ken Sugimori
gc-95,Sabrina's Drowzee,GC,Pokémon,Ken Sugimori
gc-96,Sabrina's Gastly,GC,Pokémon,Ken Sugimori
gc-97,Sabrina's Gastly,GC,Pokémon,Atsuko Nishida
gc-98,Sabrina's Porygon,GC,Pokémon,Ken Sugimori
gc-99,Sabrina's Psyduck,GC,Pokémon,Ken Sugimori
gh-1,Blaine's Moltres,GH,Pokémon,Ken Sugimori
gh-10,Misty's Tentacruel,GH,Pokémon,Ken Sugimori
gh-100,Erika,GH,Trainer,Ken Sugimori
gh-101,Lt. Surge,GH,Trainer,Ken Sugimori
gh-102,Misty,GH,Trainer,Ken Sugimori
gh-103,No Removal Gym,GH,Trainer,Keiji Kinebuchi
gh-104,The Rocket's Training Gym,GH,Trainer,Keiji Kinebuchi
gh-105,Blaine's Last Resort,GH,Trainer,Ken Sugimori
gh-106,Brock's Training Method,GH,Trainer,Ken Sugimori
gh-107,Celadon City Gym,GH,Trainer,Keiji Kinebuchi
gh-108,Cerulean City Gym,GH,Trainer,Keiji Kinebuchi
gh-109,Erika's Maids,GH,Trainer,Ken Sugimori
gh-11,Rocket's Hitmonchan,GH,Pokémon,Ken Sugimori
gh-110,Erika's Perfume,GH,Trainer,Ken Sugimori
gh-111,Good Manners,GH,Trainer,Ken Sugimori
gh-112,Lt. Surge's Treaty,GH,Trainer,Ken Sugimori
gh-113,Minion of Team Rocket,GH,Trainer,Ken Sugimori
gh-114,Misty's Wrath,GH,Trainer,Ken Sugimori
gh-115,Pewter City Gym,GH,Trainer,Keiji Kinebuchi
gh-116,Recall,GH,Trainer,Sumiyoshi Kizuki
gh-117,Sabrina's ESP,GH,Trainer,Ken Sugimori
gh-118,Secret Mission,GH,Trainer,Ken Sugimori
gh-119,Tickling Machine,GH,Trainer,Sumiyoshi Kizuki
gh-12,Rocket's Moltres,GH,Pokémon,Ken Sugimori
gh-120,Vermilion City Gym,GH,Trainer,Keiji Kinebuchi
gh-121,Blaine's Gamble,GH,Trainer,Ken Sugimori
gh-122,Energy Flow,GH,Trainer,Keiji Kinebuchi
gh-123,Misty's Duel,GH,Trainer,Ken Sugimori
gh-124,Narrow Gym,GH,Trainer,Keiji Kinebuchi
gh-125,Sabrina's Gaze,GH,Trainer,Ken Sugimori
gh-126,Trash Exchange,GH,Trainer,Keiji Kinebuchi
gh-127,Fighting Energy,GH,Energy,Keiji Kinebuchi
gh-128,Fire Energy,GH,Energy,Keiji Kinebuchi
gh-129,Grass Energy,GH,Energy,Keiji Kinebuchi
gh-13,Rocket's Scyther,GH,Pokémon,Ken Sugimori
gh-130,Lightning Energy,GH,Energy,Keiji Kinebuchi
gh-131,Psychic Energy,GH,Energy,Keiji Kinebuchi
gh-132,Water Energy,GH,Energy,Keiji Kinebuchi
gh-14,Sabrina's Gengar,GH,Pokémon,Ken Sugimori
gh-15,Brock,GH,Trainer,Ken Sugimori
gh-16,Erika,GH,Trainer,Ken Sugimori
gh-17,Lt. Surge,GH,Trainer,Ken Sugimori
gh-18,Misty,GH,Trainer,Ken Sugimori
gh-19,The Rocket's Trap,GH,Trainer,Ken Sugimori
gh-2,Brock's Rhydon,GH,Pokémon,Ken Sugimori
gh-20,Brock's Golem,GH,Pokémon,Ken Sugimori
gh-21,Brock's Onix,GH,Pokémon,Benimaru Itoh
gh-22,Brock's Rhyhorn,GH,Pokémon,Ken Sugimori
gh-23,Brock's Sandslash,GH,Pokémon,Ken Sugimori
gh-24,Brock's Zubat,GH,Pokémon,Ken Sugimori
gh-25,Erika's Clefairy,GH,Pokémon,Ken Sugimori
gh-26,Erika's Victreebel,GH,Pokémon,Ken Sugimori
gh-27,Lt. Surge's Electabuzz,GH,Pokémon,Ken Sugimori
gh-28,Lt. Surge's Raichu,GH,Pokémon,Ken Sugimori
gh-29,Misty's Cloyster,GH,Pokémon,Ken Sugimori
gh-3,Erika's Clefable,GH,Pokémon,Atsuko Nishida
gh-30,Misty's Goldeen,GH,Pokémon,Ken Sugimori
gh-31,Misty's Poliwrath,GH,Pokémon,Ken Sugimori
gh-32,Misty's Tentacool,GH,Pokémon,Ken Sugimori
gh-33,Rocket's Snorlax,GH,Pokémon,Shin-ichi Yoshida
gh-34,Sabrina's Venomoth,GH,Pokémon,Ken Sugimori
gh-35,Blaine's Growlithe,GH,,Ken Sugimori
gh-36,Blaine's Kangaskhan,GH,Pokémon,Ken Sugimori
gh-37,Blaine's Magmar,GH,Pokémon,Ken Sugimori
gh-38,Brock's Geodude,GH,Pokémon,Atsuko Nishida
gh-39,Brock's Golbat,GH,Pokémon,Ken Sugimori
gh-4,Erika's Dragonair,GH,Pokémon,Atsuko Nishida
gh-40,Brock's Graveler,GH,Pokémon,Ken Sugimori
gh-41,Brock's Lickitung,GH,Pokémon,Ken Sugimori
gh-42,Erika's Dratini,GH,Pokémon,Ken Sugimori
gh-43,Erika's Exeggcute,GH,Pokémon,Atsuko Nishida
gh-44,Erika's Exeggutor,GH,Pokémon,Ken Sugimori
gh-45,Erika's Gloom,GH,Pokémon,Ken Sugimori
gh-46,Erika's Gloom,GH,Pokémon,Ken Sugimori
gh-47,Erika's Oddish,GH,Pokémon,Atsuko Nishida
gh-48,Erika's Weepinbell,GH,,Atsuko Nishida
gh-49,Erika's Weepinbell,GH,Pokémon,Ken Sugimori
gh-5,Erika's Vileplume,GH,Pokémon,Ken Sugimori
gh-50,Lt. Surge's Magnemite,GH,Pokémon,Atsuko Nishida
gh-51,Lt. Surge's Raticate,GH,Pokémon,Ken Sugimori
gh-52,Lt. Surge's Spearow,GH,Pokémon,Ken Sugimori
gh-53,Misty's Poliwhirl,GH,Pokémon,Ken Sugimori
gh-54,Misty's Psyduck,GH,Pokémon,Atsuko Nishida
gh-55,Misty's Seaking,GH,Pokémon,Ken Sugimori
gh-56,Misty's Starmie,GH,Pokémon,Ken Sugimori
gh-57,Misty's Tentacool,GH,Pokémon,Ken Sugimori
gh-58,Sabrina's Haunter,GH,Pokémon,Atsuko Nishida
gh-59,Sabrina's Jynx,GH,Pokémon,Ken Sugimori
gh-6,Lt. Surge's Electabuzz,GH,Pokémon,Ken Sugimori
gh-60,Sabrina's Slowbro,GH,Pokémon,Ken Sugimori
gh-61,Blaine's Charmander,GH,Pokémon,Ken Sugimori
gh-62,Blaine's Growlithe,GH,Pokémon,Atsuko Nishida
gh-63,Blaine's Ponyta,GH,Pokémon,Ken Sugimori
gh-64,Blaine's Tauros,GH,Pokémon,Ken Sugimori
gh-65,Blaine's Vulpix,GH,Pokémon,Ken Sugimori
gh-66,Brock's Geodude,GH,Pokémon,Ken Sugimori
gh-67,Brock's Mankey,GH,Pokémon,Atsuko Nishida
gh-68,Brock's Mankey,GH,Pokémon,Ken Sugimori
gh-69,Brock's Onix,GH,Pokémon,Ken Sugimori
gh-7,Lt. Surge's Fearow,GH,Pokémon,Ken Sugimori
gh-70,Brock's Rhyhorn,GH,Pokémon,Ken Sugimori
gh-71,Brock's Sandshrew,GH,Pokémon,Ken Sugimori
gh-72,Brock's Sandshrew,GH,Pokémon,Ken Sugimori
gh-73,Brock's Vulpix,GH,Pokémon,Ken Sugimori
gh-74,Brock's Zubat,GH,Pokémon,Atsuko Nishida
gh-75,Erika's Bellsprout,GH,Pokémon,Atsuko Nishida
gh-76,Erika's Bellsprout,GH,Pokémon,Ken Sugimori
gh-77,Erika's Exeggcute,GH,Pokémon,Ken Sugimori
gh-78,Erika's Oddish,GH,Pokémon,Ken Sugimori
gh-79,Erika's Tangela,GH,,Ken Sugimori
gh-8,Lt. Surge's Magneton,GH,Pokémon,Ken Sugimori
gh-80,Lt. Surge's Magnemite,GH,,Ken Sugimori
gh-81,Lt. Surge's Pikachu,GH,Pokémon,Ken Sugimori
gh-82,Lt. Surge's Rattata,GH,Pokémon,Ken Sugimori
gh-83,Lt. Surge's Spearow,GH,Pokémon,Atsuko Nishida
gh-84,Lt. Surge's Voltorb,GH,Pokémon,Ken Sugimori
gh-85,Misty's Goldeen,GH,Pokémon,Atsuko Nishida
gh-86,Misty's Horsea,GH,Pokémon,Ken Sugimori
gh-87,Misty's Poliwag,GH,Pokémon,Ken Sugimori
gh-88,Misty's Seel,GH,Pokémon,Atsuko Nishida
gh-89,Misty's Shellder,GH,Pokémon,Ken Sugimori
gh-9,Misty's Seadra,GH,Pokémon,Atsuko Nishida
gh-90,Misty's Staryu,GH,Pokémon,Ken Sugimori
gh-91,Sabrina's Abra,GH,Pokémon,Ken Sugimori
gh-92,Sabrina's Drowzee,GH,Pokémon,Atsuko Nishida
gh-93,Sabrina's Gastly,GH,Pokémon,Ken Sugimori
gh-94,Sabrina's Mr. Mime,GH,Pokémon,Ken Sugimori
gh-95,Sabrina's Slowpoke,GH,Pokémon,Ken Sugimori
gh-96,Sabrina's Venonat,GH,Pokémon,Ken Sugimori
gh-97,Blaine's Quiz #1,GH,,Ken Sugimori
gh-98,Brock,GH,Trainer,Ken Sugimori
gh-99,Charity,GH,Trainer,Ken Sugimori
ju-1,Clefable,JU,Pokémon,Mitsuhiro Arita
ju-10,Scyther,JU,Pokémon,Ken Sugimori
ju-11,Snorlax,JU,Pokémon,Ken Sugimori
ju-12,Vaporeon,JU,Pokémon,Kagemaru Himeno
ju-13,Venomoth,JU,Pokémon,Ken Sugimori
ju-14,Victreebel,JU,Pokémon,Ken Sugimori
ju-15,Vileplume,JU,Pokémon,Keiji Kinebuchi
ju-16,Wigglytuff,JU,Pokémon,Mitsuhiro Arita
ju-17,Clefable,JU,Pokémon,Mitsuhiro Arita
ju-18,Electrode,JU,Pokémon,Mitsuhiro Arita
ju-19,Flareon,JU,Pokémon,Kagemaru Himeno
ju-2,Electrode,JU,Pokémon,Mitsuhiro Arita
ju-20,Jolteon,JU,Pokémon,Kagemaru Himeno
ju-21,Kangaskhan,JU,Pokémon,Mitsuhiro Arita
ju-22,Mr. Mime,JU,Pokémon,Ken Sugimori
ju-23,Nidoqueen,JU,Pokémon,Ken Sugimori
ju-24,Pidgeot,JU,Pokémon,Kagemaru Himeno
ju-25,Pinsir,JU,Pokémon,Kagemaru Himeno
ju-26,Scyther,JU,Pokémon,Ken Sugimori
ju-27,Snorlax,JU,Pokémon,Ken Sugimori
ju-28,Vaporeon,JU,Pokémon,Kagemaru Himeno
ju-29,Venomoth,JU,Pokémon,Ken Sugimori
ju-3,Flareon,JU,Pokémon,Kagemaru Himeno
ju-30,Victreebel,JU,Pokémon,Ken Sugimori
ju-31,Vileplume,JU,Pokémon,Keiji Kinebuchi
ju-32,Wigglytuff,JU,Pokémon,Mitsuhiro Arita
ju-33,Butterfree,JU,Pokémon,Kagemaru Himeno
ju-34,Dodrio,JU,Pokémon,Mitsuhiro Arita
ju-35,Exeggutor,JU,Pokémon,Kagemaru Himeno
ju-36,Fearow,JU,Pokémon,Mitsuhiro Arita
ju-37,Gloom,JU,Pokémon,Keiji Kinebuchi
ju-38,Lickitung,JU,Pokémon,Mitsuhiro Arita
ju-39,Marowak,JU,Pokémon,Mitsuhiro Arita
ju-4,Jolteon,JU,Pokémon,Kagemaru Himeno
ju-40,Nidorina,JU,Pokémon,Ken Sugimori
ju-41,Parasect,JU,Pokémon,Ken Sugimori
ju-42,Persian,JU,Pokémon,Kagemaru Himeno
ju-43,Primeape,JU,Pokémon,Kagemaru Himeno
ju-44,Rapidash,JU,Pokémon,Mitsuhiro Arita
ju-45,Rhydon,JU,Pokémon,Kagemaru Himeno
ju-46,Seaking,JU,Pokémon,Kagemaru Himeno
ju-47,Tauros,JU,Pokémon,Kagemaru Himeno
ju-48,Weepinbell,JU,Pokémon,Kagemaru Himeno
ju-49,Bellsprout,JU,Pokémon,Kagemaru Himeno
ju-5,Kangaskhan,JU,Pokémon,Mitsuhiro Arita
ju-50,Cubone,JU,Pokémon,Mitsuhiro Arita
ju-51,Eevee,JU,Pokémon,Kagemaru Himeno
ju-52,Exeggcute,JU,Pokémon,Mitsuhiro Arita
ju-53,Goldeen,JU,Pokémon,Kagemaru Himeno
ju-54,Jigglypuff,JU,Pokémon,Kagemaru Himeno
ju-55,Mankey,JU,Pokémon,Kagemaru Himeno
ju-56,Meowth,JU,Pokémon,Mitsuhiro Arita
ju-57,Nidoran ♀,JU,Pokémon,Ken Sugimori
ju-58,Oddish,JU,Pokémon,Keiji Kinebuchi
ju-59,Paras,JU,Pokémon,Ken Sugimori
ju-6,Mr. Mime,JU,Pokémon,Ken Sugimori
ju-60,Pikachu,JU,Pokémon,Ken Sugimori
ju-61,Rhyhorn,JU,Pokémon,Mitsuhiro Arita
ju-62,Spearow,JU,Pokémon,Mitsuhiro Arita
ju-63,Venonat,JU,Pokémon,Mitsuhiro Arita
ju-64,Poké Ball,JU,Trainer,Keiji Kinebuchi
ju-7,Nidoqueen,JU,Pokémon,Ken Sugimori
ju-8,Pidgeot,JU,Pokémon,Kagemaru Himeno
ju-9,Pinsir,JU,Pokémon,Kagemaru Himeno
lc-1,Alakazam,LC,Pokémon,Ken Sugimori
lc-10,Flareon,LC,Pokémon,Kagemaru Himeno
lc-100,Full Heal Energy,LC,Energy,Keiji Kinebuchi
lc-101,Potion Energy,LC,Energy,Keiji Kinebuchi
lc-102,Pokémon Breeder,LC,Trainer,Ken Sugimori
lc-103,Pokémon Trader,LC,Trainer,Ken Sugimori
lc-104,Scoop Up,LC,Trainer,Keiji Kinebuchi
lc-105,The Boss's Way,LC,Trainer,Ken Sugimori
lc-106,Challenge!,LC,Trainer,Kagemaru Himeno
lc-107,Energy Retrieval,LC,Trainer,Keiji Kinebuchi
lc-108,Bill,LC,Trainer,Ken Sugimori
lc-109,Mysterious Fossil,LC,Trainer,Keiji Kinebuchi
lc-11,Gengar,LC,Pokémon,Keiji Kinebuchi
lc-110,Potion,LC,Trainer,Keiji Kinebuchi
lc-12,Gyarados,LC,Pokémon,Mitsuhiro Arita
lc-13,Hitmonlee,LC,Pokémon,Ken Sugimori
lc-14,Jolteon,LC,Pokémon,Kagemaru Himeno
lc-15,Machamp,LC,Pokémon,Ken Sugimori
lc-16,Muk,LC,Pokémon,Mitsuhiro Arita
lc-17,Ninetales,LC,Pokémon,Ken Sugimori
lc-18,Venusaur,LC,Pokémon,Mitsuhiro Arita
lc-19,Zapdos,LC,Pokémon,Ken Sugimori
lc-2,Articuno,LC,Pokémon,Mitsuhiro Arita
lc-20,Beedrill,LC,Pokémon,Ken Sugimori
lc-21,Butterfree,LC,Pokémon,Kagemaru Himeno
lc-22,Electrode,LC,Pokémon,Mitsuhiro Arita
lc-23,Exeggutor,LC,Pokémon,Kagemaru Himeno
lc-24,Golem,LC,Pokémon,Kagemaru Himeno
lc-25,Hypno,LC,Pokémon,Ken Sugimori
lc-26,Jynx,LC,Pokémon,Ken Sugimori
lc-27,Kabutops,LC,Pokémon,Ken Sugimori
lc-28,Magneton,LC,Pokémon,Ken Sugimori
lc-29,Mewtwo,LC,Pokémon,Christopher Rush
lc-3,Charizard,LC,Pokémon,Mitsuhiro Arita
lc-30,Moltres,LC,Pokémon,Mitsuhiro Arita
lc-31,Nidoking,LC,Pokémon,Ken Sugimori
lc-32,Nidoqueen,LC,Pokémon,Ken Sugimori
lc-33,Pidgeot,LC,Pokémon,Kagemaru Himeno
lc-34,Pidgeotto,LC,Pokémon,Ken Sugimori
lc-35,Rhydon,LC,Pokémon,Kagemaru Himeno
lc-36,Arcanine,LC,Pokémon,Ken Sugimori
lc-37,Charmeleon,LC,Pokémon,Mitsuhiro Arita
lc-38,Dark Dragonair,LC,Pokémon,Kagemaru Himeno
lc-39,Dark Wartortle,LC,Pokémon,Kagemaru Himeno
lc-4,Dark Blastoise,LC,Pokémon,Mitsuhiro Arita
lc-40,Dewgong,LC,Pokémon,Mitsuhiro Arita
lc-41,Dodrio,LC,Pokémon,Mitsuhiro Arita
lc-42,Fearow,LC,Pokémon,Mitsuhiro Arita
lc-43,Golduck,LC,Pokémon,Kagemaru Himeno
lc-44,Graveler,LC,Pokémon,Kagemaru Himeno
lc-45,Growlithe,LC,Pokémon,Ken Sugimori
lc-46,Haunter,LC,Pokémon,Ken Sugimori
lc-47,Ivysaur,LC,Pokémon,Ken Sugimori
lc-48,Kabuto,LC,Pokémon,Ken Sugimori
lc-49,Kadabra,LC,Pokémon,Ken Sugimori
lc-5,Dark Dragonite,LC,Pokémon,Mitsuhiro Arita
lc-50,Kakuna,LC,Pokémon,Keiji Kinebuchi
lc-51,Machoke,LC,Pokémon,Ken Sugimori
lc-52,Magikarp,LC,Pokémon,Mitsuhiro Arita
lc-53,Meowth,LC,Pokémon,Mitsuhiro Arita
lc-54,Metapod,LC,Pokémon,Ken Sugimori
lc-55,Nidorina,LC,Pokémon,Ken Sugimori
lc-56,Nidorino,LC,Pokémon,Mitsuhiro Arita
lc-57,Omanyte,LC,Pokémon,Kagemaru Himeno
lc-58,Omastar,LC,Pokémon,Ken Sugimori
lc-59,Primeape,LC,Pokémon,Kagemaru Himeno
lc-6,Dark Persian,LC,Pokémon,Shin-ichi Yoshida
lc-60,Rapidash,LC,Pokémon,Mitsuhiro Arita
lc-61,Raticate,LC,Pokémon,Ken Sugimori
lc-62,Sandslash,LC,Pokémon,Ken Sugimori
lc-63,Seadra,LC,Pokémon,Ken Sugimori
lc-64,Snorlax,LC,Pokémon,Ken Sugimori
lc-65,Tauros,LC,Pokémon,Kagemaru Himeno
lc-66,Tentacruel,LC,Pokémon,Kagemaru Himeno
lc-67,Abra,LC,Pokémon,Mitsuhiro Arita
lc-68,Bulbasaur,LC,Pokémon,Mitsuhiro Arita
lc-69,Caterpie,LC,Pokémon,Ken Sugimori
lc-7,Dark Raichu,LC,Pokémon,Mitsuhiro Arita
lc-70,Charmander,LC,Pokémon,Mitsuhiro Arita
lc-71,Doduo,LC,Pokémon,Mitsuhiro Arita
lc-72,Dratini,LC,Pokémon,Ken Sugimori
lc-73,Drowzee,LC,Pokémon,Kagemaru Himeno
lc-74,Eevee,LC,Pokémon,Kagemaru Himeno
lc-75,Exeggcute,LC,Pokémon,Mitsuhiro Arita
lc-76,Gastly,LC,Pokémon,Mitsuhiro Arita
lc-77,Geodude,LC,Pokémon,Kagemaru Himeno
lc-78,Grimer,LC,Pokémon,Mitsuhiro Arita
lc-79,Machop,LC,Pokémon,Ken Sugimori
lc-8,Dark Slowbro,LC,Pokémon,Mitsuhiro Arita
lc-80,Magnemite,LC,Pokémon,Keiji Kinebuchi
lc-81,Mankey,LC,Pokémon,Sumiyoshi Kizuki
lc-82,Nidoran ♀,LC,Pokémon,Ken Sugimori
lc-83,Nidoran ♂,LC,Pokémon,Ken Sugimori
lc-84,Onix,LC,Pokémon,Ken Sugimori
lc-85,Pidgey,LC,Pokémon,Ken Sugimori
lc-86,Pikachu,LC,Pokémon,Ken Sugimori
lc-87,Ponyta,LC,Pokémon,Ken Sugimori
lc-88,Psyduck,LC,Pokémon,Mitsuhiro Arita
lc-89,Rattata,LC,Pokémon,Mitsuhiro Arita
lc-9,Dark Vaporeon,LC,Pokémon,Mitsuhiro Arita
lc-90,Rhyhorn,LC,Pokémon,Mitsuhiro Arita
lc-91,Sandshrew,LC,Pokémon,Ken Sugimori
lc-92,Seel,LC,Pokémon,Ken Sugimori
lc-93,Slowpoke,LC,Pokémon,Miki Tanaka
lc-94,Spearow,LC,Pokémon,Mitsuhiro Arita
lc-95,Squirtle,LC,Pokémon,Mitsuhiro Arita
lc-96,Tentacool,LC,Pokémon,Kagemaru Himeno
lc-97,Voltorb,LC,Pokémon,Keiji Kinebuchi
lc-98,Vulpix,LC,Pokémon,Ken Sugimori
lc-99,Weedle,LC,Pokémon,Mitsuhiro Arita
nd-1,Espeon,ND,Pokémon,Atsuko Nishida
nd-10,Scizor,ND,Pokémon,Kimiya Masago
nd-11,Smeargle,ND,Pokémon,Hironobu Yoshida
nd-12,Tyranitar,ND,Pokémon,Hironobu Yoshida
nd-13,Umbreon,ND,Pokémon,Kimiya Masago
nd-14,Unown [A],ND,Pokémon,CR CG gangs
nd-14-unown-a,Unown \[A\],ND,,CR CG gangs
nd-15,Ursaring,ND,Pokémon,Naoyo Kimura
nd-16,Wobbuffet,ND,Pokémon,Hironobu Yoshida
nd-17,Yanma,ND,Pokémon,Atsuko Nishida
nd-18,Beedrill,ND,Pokémon,Aya Kusube
nd-19,Butterfree,ND,Pokémon,Atsuko Nishida
nd-2,Forretress,ND,Pokémon,CR CG gangs
nd-20,Espeon,ND,Pokémon,Naoyo Kimura
nd-21,Forretress,ND,Pokémon,CR CG gangs
nd-22,Hitmontop,ND,Pokémon,Sumiyoshi Kizuki
nd-23,Houndoom,ND,Pokémon,Shin-ichi Yoshida
nd-24,Houndour,ND,Pokémon,Aya Kusube
nd-25,Kabutops,ND,Pokémon,Kimiya Masago
nd-26,Magnemite,ND,Pokémon,"K. Hoshiba, CR CG gangs"
nd-27,Politoed,ND,Pokémon,Tomokazu Komiya
nd-28,Poliwrath,ND,Pokémon,Shin-ichi Yoshida
nd-29,Scizor,ND,Pokémon,Kimiya Masago
nd-3,Hitmontop,ND,Pokémon,Sumiyoshi Kizuki
nd-30,Smeargle,ND,Pokémon,Hironobu Yoshida
nd-31,Tyranitar,ND,Pokémon,Hironobu Yoshida
nd-32,Umbreon,ND,Pokémon,Naoyo Kimura
nd-33,Unown [A],ND,Pokémon,CR CG gangs
nd-33-unown-a,Unown \[A\],ND,,CR CG gangs
nd-34,Ursaring,ND,Pokémon,Naoyo Kimura
nd-35,Wobbuffet,ND,Pokémon,Hironobu Yoshida
nd-36,Yanma,ND,Pokémon,Atsuko Nishida
nd-37,Corsola,ND,Pokémon,Yuka Morii
nd-38,Eevee,ND,Pokémon,Aya Kusube
nd-39,Houndour,ND,Pokémon,Shin-ichi Yoshida
nd-4,Houndoom,ND,Pokémon,Shin-ichi Yoshida
nd-40,Igglybuff,ND,Pokémon,Miki Tanaka
nd-41,Kakuna,ND,Pokémon,Yukiko Baba
nd-42,Metapod,ND,Pokémon,Sumiyoshi Kizuki
nd-43,Omastar,ND,Pokémon,Shin-ichi Yoshida
nd-44,Poliwhirl,ND,Pokémon,Kagemaru Himeno
nd-45,Pupitar,ND,Pokémon,Hironobu Yoshida
nd-46,Scyther,ND,Pokémon,Kimiya Masago
nd-47,Unown [D],ND,Pokémon,CR CG gangs
nd-48,Unown [F],ND,Pokémon,CR CG gangs
nd-48-unown-f,Unown \[F\],ND,,CR CG gangs
nd-49,Unown \[M\],ND,,CR CG gangs
nd-49-unown-m,Unown [M],ND,Pokémon,CR CG gangs
nd-5,Houndour,ND,Pokémon,Aya Kusube
nd-50,Unown [N],ND,Pokémon,CR CG gangs
nd-50-unown-n,Unown \[N\],ND,,CR CG gangs
nd-51,Unown [U],ND,Pokémon,CR CG gangs
nd-52,Xatu,ND,Pokémon,Sumiyoshi Kizuki
nd-53,Caterpie,ND,Pokémon,Yuka Morii
nd-54,Dunsparce,ND,Pokémon,Yukiko Baba
nd-55,Hoppip,ND,Pokémon,Kagemaru Himeno
nd-56,Kabuto,ND,Pokémon,Yuka Morii
nd-57,Larvitar,ND,Pokémon,Hironobu Yoshida
nd-58,Mareep,ND,Pokémon,Atsuko Nishida
nd-59,Natu,ND,Pokémon,Sumiyoshi Kizuki
nd-6,Kabutops,ND,Pokémon,Kimiya Masago
nd-60,Omanyte,ND,Pokémon,Yuka Morii
nd-61,Pineco,ND,Pokémon,Tomokazu Komiya
nd-62,Poliwag,ND,Pokémon,Aya Kusube
nd-63,Sentret,ND,Pokémon,Sumiyoshi Kizuki
nd-64,Spinarak,ND,Pokémon,Yukiko Baba
nd-65,Teddiursa,ND,Pokémon,Miki Tanaka
nd-66,Tyrogue,ND,Pokémon,Miki Tanaka
nd-67,Unown [E],ND,Pokémon,CR CG gangs
nd-67-unown-e,Unown \[E\],ND,,CR CG gangs
nd-68,Unown [I],ND,Pokémon,CR CG gangs
nd-68-unown-i,Unown \[I\],ND,,CR CG gangs
nd-69,Unown [O],ND,Pokémon,CR CG gangs
nd-69-unown-o,Unown \[O\],ND,,CR CG gangs
nd-7,Magnemite,ND,Pokémon,"K. Hoshiba, CR CG gangs"
nd-70,Weedle,ND,Pokémon,Miki Tanaka
nd-71,Wooper,ND,Pokémon,Yukiko Baba
nd-72,Fossil Egg,ND,Trainer,"K. Hoshiba, CR CG gangs"
nd-73,Hyper Devolution Spray,ND,Trainer,"K. Hoshiba, CR CG gangs"
nd-74,Ruin Wall,ND,Trainer,"""Big Mama"" Tagawa, CR CG gangs"
nd-75,Energy Ark,ND,Trainer,"""Big Mama"" Tagawa & Benimaru Itoh"
nd-8,Politoed,ND,Pokémon,Tomokazu Komiya
nd-9,Poliwrath,ND,Pokémon,Shin-ichi Yoshida
ng-1,Ampharos,NG,Pokémon,Ken Sugimori
ng-10,Meganium,NG,Pokémon,Ken Sugimori
ng-100,Double Gust,NG,Trainer,Tomokazu Komiya
ng-101,Moo-Moo Milk,NG,Trainer,Tomokazu Komiya
ng-102,Pokémon March,NG,Trainer,Tomokazu Komiya
ng-103,Super Rod,NG,Trainer,Keiji Kinebuchi
ng-104,Darkness Energy,NG,Energy,Milky Isobe
ng-105,Recycle Energy,NG,Energy,Hideki Kazama
ng-106,Fighting Energy,NG,Energy,Keiji Kinebuchi
ng-107,Fire Energy,NG,Energy,Keiji Kinebuchi
ng-108,Grass Energy,NG,Energy,Keiji Kinebuchi
ng-109,Lightning Energy,NG,Energy,Keiji Kinebuchi
ng-11,Meganium,NG,Pokémon,Ken Sugimori
ng-110,Psychic Energy,NG,Energy,Keiji Kinebuchi
ng-111,Water Energy,NG,Energy,Keiji Kinebuchi
ng-12,Pichu,NG,Pokémon,Ken Sugimori
ng-13,Skarmory,NG,Pokémon,Ken Sugimori
ng-14,Slowking,NG,Pokémon,Ken Sugimori
ng-15,Steelix,NG,Pokémon,Ken Sugimori
ng-16,Togetic,NG,Pokémon,Ken Sugimori
ng-17,Typhlosion,NG,Pokémon,Shin-ichi Yoshida
ng-18,Typhlosion,NG,Pokémon,Ken Sugimori
ng-19,Metal Energy,NG,Energy,Milky Isobe
ng-2,Azumarill,NG,Pokémon,Ken Sugimori
ng-20,Cleffa,NG,Pokémon,Kagemaru Himeno
ng-21,Donphan,NG,Pokémon,Ken Sugimori
ng-22,Elekid,NG,Pokémon,Miki Tanaka
